 # time [a.u.]        RMT-1           RMT-3           RMT-6           SAE           ATTOMESA
 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 1.00000000E-01 -3.55914778E-11 -3.39170858E-11 -3.38667337E-11 -3.75851384E-11 -3.25959451E-11
 2.00000000E-01 -5.62663509E-10 -5.36259096E-10 -5.35453688E-10 -5.61663899E-10 -5.31203859E-10
 3.00000000E-01 -2.81345665E-09 -2.68204363E-09 -2.67794039E-09 -2.75742766E-09 -2.67430452E-09
 4.00000000E-01 -8.76384134E-09 -8.35704168E-09 -8.34392899E-09 -8.52173113E-09 -8.35738693E-09
 5.00000000E-01 -2.10474024E-08 -2.00774681E-08 -2.00449627E-08 -2.03944218E-08 -2.01131963E-08
 6.00000000E-01 -4.28626812E-08 -4.09026735E-08 -4.08340096E-08 -4.14816488E-08 -4.10123362E-08
 7.00000000E-01 -7.78787136E-08 -7.43454584E-08 -7.42155808E-08 -7.53751135E-08 -7.45630612E-08
 8.00000000E-01 -1.30142294E-07 -1.24283290E-07 -1.24056810E-07 -1.26069791E-07 -1.24622354E-07
 9.00000000E-01 -2.03987529E-07 -1.94871024E-07 -1.94500129E-07 -1.97881853E-07 -1.95306396E-07
 1.00000000E+00 -3.03951042E-07 -2.90458579E-07 -2.89880999E-07 -2.95368044E-07 -2.90904451E-07
 1.10000000E+00 -4.34689863E-07 -4.15510900E-07 -4.14648073E-07 -4.23247409E-07 -4.15806633E-07
 1.20000000E+00 -6.00905293E-07 -5.74533542E-07 -5.73289091E-07 -5.86326067E-07 -5.74435401E-07
 1.30000000E+00 -8.07273778E-07 -7.72005078E-07 -7.70263709E-07 -7.89425538E-07 -7.71180714E-07
 1.40000000E+00 -1.05837983E-06 -1.01231177E-06 -1.00993872E-06 -1.03731500E-06 -1.01035041E-06
 1.50000000E+00 -1.35865415E-06 -1.29968748E-06 -1.29652857E-06 -1.33464778E-06 -1.29612404E-06
 1.60000000E+00 -1.71232207E-06 -1.63816394E-06 -1.63404629E-06 -1.68590222E-06 -1.63250180E-06
 1.70000000E+00 -2.12335381E-06 -2.03152311E-06 -2.02625646E-06 -2.09532717E-06 -2.02326006E-06
 1.80000000E+00 -2.59541596E-06 -2.48325142E-06 -2.47663017E-06 -2.56689202E-06 -2.47190834E-06
 1.90000000E+00 -3.13183163E-06 -2.99650240E-06 -2.98830823E-06 -3.10424152E-06 -2.98163884E-06
 2.00000000E+00 -3.73554888E-06 -3.57406757E-06 -3.56407250E-06 -3.71065518E-06 -3.55528248E-06
 2.10000000E+00 -4.40911229E-06 -4.21835065E-06 -4.20632049E-06 -4.38901135E-06 -4.19527240E-06
 2.20000000E+00 -5.15463313E-06 -4.93134075E-06 -4.91703889E-06 -5.14175592E-06 -4.90360351E-06
 2.30000000E+00 -5.97376305E-06 -5.71458892E-06 -5.69778029E-06 -5.97087543E-06 -5.68179832E-06
 2.40000000E+00 -6.86768080E-06 -6.56919682E-06 -6.54965190E-06 -6.87787471E-06 -6.53088307E-06
 2.50000000E+00 -7.83708492E-06 -7.49581103E-06 -7.47330962E-06 -7.86375864E-06 -7.45136202E-06
 2.60000000E+00 -8.88218194E-06 -8.49461300E-06 -8.46894785E-06 -8.92901820E-06 -8.44319706E-06
 2.70000000E+00 -1.00026761E-05 -9.56531042E-06 -9.53629070E-06 -1.00736204E-05 -9.50580145E-06
 2.80000000E+00 -1.11977640E-05 -1.07071327E-05 -1.06745871E-05 -1.12970021E-05 -1.06380365E-05
 2.90000000E+00 -1.24661350E-05 -1.19188324E-05 -1.18826118E-05 -1.25980675E-05 -1.18382134E-05
 3.00000000E+00 -1.38059820E-05 -1.31986938E-05 -1.31586737E-05 -1.39751892E-05 -1.31041113E-05
