 # time [a.u.]         RMT-1           RMT-3           RMT-6          SAE
 1.11700000E+02 -9.14106499E-04 -8.74272704E-04 -8.72695104E-04 -1.03306248E-03
 1.11800000E+02 -1.29101571E-03 -1.23480979E-03 -1.23270344E-03 -1.42442553E-03
 1.11900000E+02 -1.66878605E-03 -1.59617021E-03 -1.59353376E-03 -1.81665621E-03
 1.12000000E+02 -2.04729265E-03 -1.95823466E-03 -1.95506700E-03 -2.20962467E-03
 1.12100000E+02 -2.42640996E-03 -2.32088318E-03 -2.31718342E-03 -2.60320034E-03
 1.12200000E+02 -2.80601175E-03 -2.68399518E-03 -2.67976264E-03 -2.99725196E-03
 1.12300000E+02 -3.18597116E-03 -3.04744947E-03 -3.04268371E-03 -3.39164762E-03
 1.12400000E+02 -3.56616076E-03 -3.41112428E-03 -3.40582507E-03 -3.78625481E-03
 1.12500000E+02 -3.94645255E-03 -3.77489732E-03 -3.76906469E-03 -4.18094042E-03
 1.12600000E+02 -4.32671803E-03 -4.13864582E-03 -4.13228000E-03 -4.57557084E-03
 1.12700000E+02 -4.70682819E-03 -4.50224653E-03 -4.49534800E-03 -4.97001196E-03
 1.12800000E+02 -5.08665361E-03 -4.86557581E-03 -4.85814526E-03 -5.36412921E-03
 1.12900000E+02 -5.46606444E-03 -5.22850958E-03 -5.22054796E-03 -5.75778762E-03
 1.13000000E+02 -5.84493048E-03 -5.59092346E-03 -5.58243194E-03 -6.15085185E-03
 1.13100000E+02 -6.22312118E-03 -5.95269270E-03 -5.94367268E-03 -6.54318622E-03
 1.13200000E+02 -6.60050570E-03 -6.31369231E-03 -6.30414541E-03 -6.93465478E-03
 1.13300000E+02 -6.97695295E-03 -6.67379701E-03 -6.66372511E-03 -7.32512133E-03
 1.13400000E+02 -7.35233163E-03 -7.03288135E-03 -7.02228654E-03 -7.71444950E-03
 1.13500000E+02 -7.72651030E-03 -7.39081970E-03 -7.37970431E-03 -8.10250272E-03
 1.13600000E+02 -8.09935737E-03 -7.74748631E-03 -7.73585291E-03 -8.48914435E-03
 1.13700000E+02 -8.47074122E-03 -8.10275537E-03 -8.09060674E-03 -8.87423767E-03
 1.13800000E+02 -8.84053018E-03 -8.45650099E-03 -8.44384014E-03 -9.25764593E-03
 1.13900000E+02 -9.20859257E-03 -8.80859730E-03 -8.79542748E-03 -9.63923243E-03
 1.14000000E+02 -9.57479676E-03 -9.15891845E-03 -9.14524311E-03 -1.00188605E-02
 1.14100000E+02 -9.93901118E-03 -9.50733866E-03 -9.49316148E-03 -1.03963937E-02
 1.14200000E+02 -1.03011044E-02 -9.85373228E-03 -9.83905715E-03 -1.07716955E-02
 1.14300000E+02 -1.06609452E-02 -1.01979738E-02 -1.01828048E-02 -1.11446300E-02
 1.14400000E+02 -1.10184026E-02 -1.05399379E-02 -1.05242794E-02 -1.15150611E-02
 1.14500000E+02 -1.13733458E-02 -1.08794996E-02 -1.08633561E-02 -1.18828532E-02
 1.14600000E+02 -1.17256445E-02 -1.12165341E-02 -1.11999104E-02 -1.22478713E-02
 1.14700000E+02 -1.20751686E-02 -1.15509171E-02 -1.15338180E-02 -1.26099803E-02
 1.14800000E+02 -1.24217885E-02 -1.18825245E-02 -1.18649551E-02 -1.29690460E-02
 1.14900000E+02 -1.27653751E-02 -1.22112328E-02 -1.21931984E-02 -1.33249345E-02
 1.15000000E+02 -1.31057997E-02 -1.25369188E-02 -1.25184250E-02 -1.36775124E-02
 1.15100000E+02 -1.34429342E-02 -1.28594601E-02 -1.28405124E-02 -1.40266469E-02
 1.15200000E+02 -1.37766511E-02 -1.31787344E-02 -1.31593387E-02 -1.43722061E-02
 1.15300000E+02 -1.41068236E-02 -1.34946205E-02 -1.34747828E-02 -1.47140584E-02
 1.15400000E+02 -1.44333254E-02 -1.38069975E-02 -1.37867240E-02 -1.50520732E-02
 1.15500000E+02 -1.47560313E-02 -1.41157456E-02 -1.40950424E-02 -1.53861206E-02
 1.15600000E+02 -1.50748166E-02 -1.44207452E-02 -1.43996190E-02 -1.57160717E-02
 1.15700000E+02 -1.53895576E-02 -1.47218782E-02 -1.47003354E-02 -1.60417982E-02
 1.15800000E+02 -1.57001314E-02 -1.50190267E-02 -1.49970741E-02 -1.63631730E-02
 1.15900000E+02 -1.60064162E-02 -1.53120740E-02 -1.52897186E-02 -1.66800699E-02
 1.16000000E+02 -1.63082911E-02 -1.56009045E-02 -1.55781532E-02 -1.69923637E-02
 1.16100000E+02 -1.66056361E-02 -1.58854033E-02 -1.58622632E-02 -1.72999303E-02
 1.16200000E+02 -1.68983327E-02 -1.61654566E-02 -1.61419351E-02 -1.76026468E-02
 1.16300000E+02 -1.71862630E-02 -1.64409519E-02 -1.64170563E-02 -1.79003915E-02
 1.16400000E+02 -1.74693107E-02 -1.67117775E-02 -1.66875153E-02 -1.81930438E-02
 1.16500000E+02 -1.77473606E-02 -1.69778232E-02 -1.69532019E-02 -1.84804846E-02
 1.16600000E+02 -1.80202988E-02 -1.72389797E-02 -1.72140071E-02 -1.87625960E-02
 1.16700000E+02 -1.82880128E-02 -1.74951394E-02 -1.74698233E-02 -1.90392615E-02
 1.16800000E+02 -1.85503913E-02 -1.77461956E-02 -1.77205439E-02 -1.93103661E-02
 1.16900000E+02 -1.88073248E-02 -1.79920433E-02 -1.79660640E-02 -1.95757963E-02
 1.17000000E+02 -1.90587050E-02 -1.82325788E-02 -1.82062800E-02 -1.98354400E-02
 1.17100000E+02 -1.93044253E-02 -1.84676998E-02 -1.84410897E-02 -2.00891869E-02
 1.17200000E+02 -1.95443805E-02 -1.86973058E-02 -1.86703926E-02 -2.03369281E-02
 1.17300000E+02 -1.97784672E-02 -1.89212974E-02 -1.88940895E-02 -2.05785567E-02
 1.17400000E+02 -2.00065837E-02 -1.91395773E-02 -1.91120829E-02 -2.08139672E-02
 1.17500000E+02 -2.02286298E-02 -1.93520493E-02 -1.93242771E-02 -2.10430562E-02
 1.17600000E+02 -2.04445072E-02 -1.95586195E-02 -1.95305779E-02 -2.12657218E-02
 1.17700000E+02 -2.06541196E-02 -1.97591954E-02 -1.97308930E-02 -2.14818643E-02
 1.17800000E+02 -2.08573723E-02 -1.99536862E-02 -1.99251318E-02 -2.16913858E-02
 1.17900000E+02 -2.10541727E-02 -2.01420033E-02 -2.01132055E-02 -2.18941903E-02
 1.18000000E+02 -2.12444301E-02 -2.03240597E-02 -2.02950273E-02 -2.20901839E-02
 1.18100000E+02 -2.14280557E-02 -2.04997704E-02 -2.04705122E-02 -2.22792747E-02
 1.18200000E+02 -2.16049630E-02 -2.06690523E-02 -2.06395773E-02 -2.24613731E-02
 1.18300000E+02 -2.17750673E-02 -2.08318245E-02 -2.08021416E-02 -2.26363914E-02
 1.18400000E+02 -2.19382862E-02 -2.09880080E-02 -2.09581261E-02 -2.28042443E-02
 1.18500000E+02 -2.20945394E-02 -2.11375258E-02 -2.11074540E-02 -2.29648486E-02
 1.18600000E+02 -2.22437489E-02 -2.12803032E-02 -2.12500506E-02 -2.31181235E-02
 1.18700000E+02 -2.23858387E-02 -2.14162675E-02 -2.13858432E-02 -2.32639905E-02
 1.18800000E+02 -2.25207355E-02 -2.15453483E-02 -2.15147615E-02 -2.34023734E-02
 1.18900000E+02 -2.26483679E-02 -2.16674775E-02 -2.16367374E-02 -2.35331984E-02
 1.19000000E+02 -2.27686671E-02 -2.17825891E-02 -2.17517049E-02 -2.36563944E-02
 1.19100000E+02 -2.28815666E-02 -2.18906194E-02 -2.18596006E-02 -2.37718923E-02
 1.19200000E+02 -2.29870025E-02 -2.19915072E-02 -2.19603630E-02 -2.38796260E-02
 1.19300000E+02 -2.30849131E-02 -2.20851935E-02 -2.20539334E-02 -2.39795318E-02
 1.19400000E+02 -2.31752393E-02 -2.21716218E-02 -2.21402553E-02 -2.40715484E-02
 1.19500000E+02 -2.32579246E-02 -2.22507379E-02 -2.22192746E-02 -2.41556173E-02
 1.19600000E+02 -2.33329151E-02 -2.23224903E-02 -2.22909396E-02 -2.42316827E-02
 1.19700000E+02 -2.34001593E-02 -2.23868297E-02 -2.23552014E-02 -2.42996914E-02
 1.19800000E+02 -2.34596084E-02 -2.24437095E-02 -2.24120132E-02 -2.43595930E-02
 1.19900000E+02 -2.35112163E-02 -2.24930855E-02 -2.24613309E-02 -2.44113397E-02
 1.20000000E+02 -2.35549394E-02 -2.25349161E-02 -2.25031131E-02 -2.44548866E-02
 1.20100000E+02 -2.35907370E-02 -2.25691624E-02 -2.25373207E-02 -2.44901916E-02
 1.20200000E+02 -2.36185709E-02 -2.25957879E-02 -2.25639175E-02 -2.45172154E-02
 1.20300000E+02 -2.36384057E-02 -2.26147588E-02 -2.25828696E-02 -2.45359216E-02
 1.20400000E+02 -2.36502089E-02 -2.26260439E-02 -2.25941460E-02 -2.45462766E-02
 1.20500000E+02 -2.36539507E-02 -2.26296149E-02 -2.25977183E-02 -2.45482498E-02
 1.20600000E+02 -2.36496039E-02 -2.26254459E-02 -2.25935607E-02 -2.45418135E-02
 1.20700000E+02 -2.36371443E-02 -2.26135138E-02 -2.25816501E-02 -2.45269428E-02
 1.20800000E+02 -2.36165506E-02 -2.25937982E-02 -2.25619663E-02 -2.45036160E-02
 1.20900000E+02 -2.35878041E-02 -2.25662815E-02 -2.25344916E-02 -2.44718142E-02
 1.21000000E+02 -2.35508892E-02 -2.25309486E-02 -2.24992110E-02 -2.44315215E-02
 1.21100000E+02 -2.35057930E-02 -2.24877875E-02 -2.24561126E-02 -2.43827251E-02
 1.21200000E+02 -2.34525054E-02 -2.24367887E-02 -2.24051868E-02 -2.43254153E-02
 1.21300000E+02 -2.33910196E-02 -2.23779456E-02 -2.23464272E-02 -2.42595852E-02
 1.21400000E+02 -2.33213312E-02 -2.23112542E-02 -2.22798298E-02 -2.41852312E-02
 1.21500000E+02 -2.32434391E-02 -2.22367136E-02 -2.22053937E-02 -2.41023525E-02
 1.21600000E+02 -2.31573449E-02 -2.21543255E-02 -2.21231206E-02 -2.40109516E-02
 1.21700000E+02 -2.30630532E-02 -2.20640944E-02 -2.20330151E-02 -2.39110340E-02
 1.21800000E+02 -2.29605716E-02 -2.19660276E-02 -2.19350846E-02 -2.38026082E-02
 1.21900000E+02 -2.28499106E-02 -2.18601352E-02 -2.18293392E-02 -2.36856859E-02
 1.22000000E+02 -2.27310835E-02 -2.17464303E-02 -2.17157918E-02 -2.35602819E-02
 1.22100000E+02 -2.26041066E-02 -2.16249287E-02 -2.15944584E-02 -2.34264140E-02
 1.22200000E+02 -2.24689994E-02 -2.14956488E-02 -2.14653575E-02 -2.32841032E-02
 1.22300000E+02 -2.23257840E-02 -2.13586121E-02 -2.13285106E-02 -2.31333735E-02
 1.22400000E+02 -2.21744858E-02 -2.12138429E-02 -2.11839418E-02 -2.29742522E-02
 1.22500000E+02 -2.20151327E-02 -2.10613682E-02 -2.10316783E-02 -2.28067694E-02
 1.22600000E+02 -2.18477561E-02 -2.09012179E-02 -2.08717500E-02 -2.26309585E-02
 1.22700000E+02 -2.16723900E-02 -2.07334247E-02 -2.07041895E-02 -2.24468560E-02
 1.22800000E+02 -2.14890713E-02 -2.05580242E-02 -2.05290323E-02 -2.22545015E-02
 1.22900000E+02 -2.12978401E-02 -2.03750545E-02 -2.03463168E-02 -2.20539375E-02
 1.23000000E+02 -2.10987393E-02 -2.01845569E-02 -2.01560841E-02 -2.18452098E-02
 1.23100000E+02 -2.08918146E-02 -1.99865753E-02 -1.99583780E-02 -2.16283671E-02
 1.23200000E+02 -2.06771148E-02 -1.97811564E-02 -1.97532452E-02 -2.14034614E-02
 1.23300000E+02 -2.04546916E-02 -1.95683496E-02 -1.95407352E-02 -2.11705474E-02
 1.23400000E+02 -2.02245995E-02 -1.93482073E-02 -1.93209001E-02 -2.09296831E-02
 1.23500000E+02 -1.99868960E-02 -1.91207843E-02 -1.90937949E-02 -2.06809295E-02
 1.23600000E+02 -1.97416414E-02 -1.88861386E-02 -1.88594774E-02 -2.04243504E-02
 1.23700000E+02 -1.94888989E-02 -1.86443306E-02 -1.86180080E-02 -2.01600128E-02
 1.23800000E+02 -1.92287347E-02 -1.83954236E-02 -1.83694499E-02 -1.98879867E-02
 1.23900000E+02 -1.89612175E-02 -1.81394836E-02 -1.81138690E-02 -1.96083448E-02
 1.24000000E+02 -1.86864192E-02 -1.78765792E-02 -1.78513337E-02 -1.93211631E-02
 1.24100000E+02 -1.84044143E-02 -1.76067816E-02 -1.75819154E-02 -1.90265201E-02
 1.24200000E+02 -1.81152800E-02 -1.73301649E-02 -1.73056878E-02 -1.87244975E-02
 1.24300000E+02 -1.78190964E-02 -1.70468058E-02 -1.70227276E-02 -1.84151797E-02
 1.24400000E+02 -1.75159463E-02 -1.67567833E-02 -1.67331138E-02 -1.80986540E-02
 1.24500000E+02 -1.72059153E-02 -1.64601793E-02 -1.64369282E-02 -1.77750105E-02
 1.24600000E+02 -1.68890915E-02 -1.61570783E-02 -1.61342549E-02 -1.74443420E-02
 1.24700000E+02 -1.65655658E-02 -1.58475671E-02 -1.58251808E-02 -1.71067442E-02
 1.24800000E+02 -1.62354318E-02 -1.55317352E-02 -1.55097953E-02 -1.67623154E-02
 1.24900000E+02 -1.58987854E-02 -1.52096745E-02 -1.51881900E-02 -1.64111565E-02
 1.25000000E+02 -1.55557255E-02 -1.48814794E-02 -1.48604593E-02 -1.60533712E-02
 1.25100000E+02 -1.52063531E-02 -1.45472466E-02 -1.45266997E-02 -1.56890657E-02
 1.25200000E+02 -1.48507720E-02 -1.42070754E-02 -1.41870104E-02 -1.53183487E-02
 1.25300000E+02 -1.44890883E-02 -1.38610672E-02 -1.38414925E-02 -1.49413317E-02
 1.25400000E+02 -1.41214106E-02 -1.35093259E-02 -1.34902500E-02 -1.45581282E-02
 1.25500000E+02 -1.37478498E-02 -1.31519575E-02 -1.31333886E-02 -1.41688547E-02
 1.25600000E+02 -1.33685194E-02 -1.27890705E-02 -1.27710167E-02 -1.37736296E-02
 1.25700000E+02 -1.29835348E-02 -1.24207754E-02 -1.24032446E-02 -1.33725739E-02
 1.25800000E+02 -1.25930140E-02 -1.20471849E-02 -1.20301849E-02 -1.29658108E-02
 1.25900000E+02 -1.21970770E-02 -1.16684138E-02 -1.16519521E-02 -1.25534658E-02
 1.26000000E+02 -1.17958459E-02 -1.12845789E-02 -1.12686630E-02 -1.21356665E-02
 1.26100000E+02 -1.13894451E-02 -1.08957991E-02 -1.08804362E-02 -1.17125427E-02
 1.26200000E+02 -1.09780011E-02 -1.05021953E-02 -1.04873926E-02 -1.12842262E-02
 1.26300000E+02 -1.05616420E-02 -1.01038902E-02 -1.00896545E-02 -1.08508510E-02
 1.26400000E+02 -1.01404984E-02 -9.70100853E-03 -9.68734667E-03 -1.04125529E-02
 1.26500000E+02 -9.71470242E-03 -9.29367666E-03 -9.28059522E-03 -9.96946962E-03
 1.26600000E+02 -9.28438814E-03 -8.88202286E-03 -8.86952825E-03 -9.52174086E-03
 1.26700000E+02 -8.84969144E-03 -8.46617706E-03 -8.45427553E-03 -9.06950802E-03
 1.26800000E+02 -8.41074993E-03 -8.04627085E-03 -8.03496847E-03 -8.61291428E-03
 1.26900000E+02 -7.96770286E-03 -7.62243743E-03 -7.61174011E-03 -8.15210448E-03
 1.27000000E+02 -7.52069111E-03 -7.19481155E-03 -7.18472501E-03 -7.68722509E-03
 1.27100000E+02 -7.06985713E-03 -6.76352945E-03 -6.75405923E-03 -7.21842415E-03
 1.27200000E+02 -6.61534485E-03 -6.32872880E-03 -6.31988029E-03 -6.74585119E-03
 1.27300000E+02 -6.15729968E-03 -5.89054867E-03 -5.88232708E-03 -6.26965719E-03
 1.27400000E+02 -5.69586840E-03 -5.44912945E-03 -5.44153981E-03 -5.78999452E-03
 1.27500000E+02 -5.23119910E-03 -5.00461280E-03 -4.99765997E-03 -5.30701687E-03
 1.27600000E+02 -4.76344116E-03 -4.55714159E-03 -4.55083026E-03 -4.82087919E-03
 1.27700000E+02 -4.29274514E-03 -4.10685987E-03 -4.10119453E-03 -4.33173764E-03
 1.27800000E+02 -3.81926276E-03 -3.65391275E-03 -3.64889774E-03 -3.83974955E-03
 1.27900000E+02 -3.34314685E-03 -3.19844643E-03 -3.19408590E-03 -3.34507332E-03
 1.28000000E+02 -2.86455127E-03 -2.74060809E-03 -2.73690601E-03 -2.84786839E-03
 1.28100000E+02 -2.38363088E-03 -2.28054585E-03 -2.27750602E-03 -2.34829520E-03
 1.28200000E+02 -1.90054148E-03 -1.81840871E-03 -1.81603474E-03 -1.84651511E-03
 1.28300000E+02 -1.41543973E-03 -1.35434654E-03 -1.35264183E-03 -1.34269035E-03
 1.28400000E+02 -9.28483108E-04 -8.88509970E-04 -8.87477758E-04 -8.36983991E-04
 1.28500000E+02 -4.39829859E-04 -4.21050369E-04 -4.20693689E-04 -3.29559864E-04
 1.28600000E+02  5.03610492E-05  4.78801957E-05  4.75585072E-05  1.79417467E-04
 1.28700000E+02  5.41929977E-04  5.18129020E-04  5.17126331E-04  6.89782757E-04
 1.28800000E+02  1.03471665E-03  9.89542798E-04  9.87856685E-04  1.20137013E-03
 1.28900000E+02  1.52856021E-03  1.46196766E-03  1.45959592E-03  1.71401312E-03
 1.29000000E+02  2.02329924E-03  1.93524923E-03  1.93218986E-03  2.22754472E-03
 1.29100000E+02  2.51877182E-03  2.40923263E-03  2.40548388E-03  2.74179742E-03
 1.29200000E+02  3.01481559E-03  2.88376257E-03  2.87932292E-03  3.25660323E-03
 1.29300000E+02  3.51126779E-03  3.35868336E-03  3.35355152E-03  3.77179374E-03
 1.29400000E+02  4.00796526E-03  3.83383898E-03  3.82801391E-03  4.28720017E-03
 1.29500000E+02  4.50474453E-03  4.30907305E-03  4.30255397E-03  4.80265336E-03
 1.29600000E+02  5.00144182E-03  4.78422893E-03  4.77701532E-03  5.31798384E-03
 1.29700000E+02  5.49789307E-03  5.25914972E-03  5.25124131E-03  5.83302186E-03
 1.29800000E+02  5.99393401E-03  5.73367829E-03  5.72507509E-03  6.34759741E-03
 1.29900000E+02  6.48940015E-03  6.20765731E-03  6.19835964E-03  6.86154024E-03
 1.30000000E+02  6.98412682E-03  6.68092931E-03  6.67093774E-03  7.37467993E-03
 1.30100000E+02  7.47794923E-03  7.15333667E-03  7.14265208E-03  7.88684586E-03
 1.30200000E+02  7.97070243E-03  7.62472167E-03  7.61334525E-03  8.39786731E-03
 1.30300000E+02  8.46222139E-03  8.09492649E-03  8.08285972E-03  8.90757341E-03
 1.30400000E+02  8.95234099E-03  8.56379326E-03  8.55103794E-03  9.41579322E-03
 1.30500000E+02  9.44089611E-03  9.03116409E-03  9.01772232E-03  9.92235575E-03
 1.30600000E+02  9.92772162E-03  9.49688106E-03  9.48275529E-03  1.04270899E-02
 1.30700000E+02  1.04126524E-02  9.96078631E-03  9.94597929E-03  1.09298247E-02
 1.30800000E+02  1.08955235E-02  1.04227220E-02  1.04072368E-02  1.14303891E-02
 1.30900000E+02  1.13761698E-02  1.08825304E-02  1.08663705E-02  1.19286121E-02
 1.31000000E+02  1.18544265E-02  1.13400539E-02  1.13232231E-02  1.24243228E-02
 1.31100000E+02  1.23301287E-02  1.17951349E-02  1.17776372E-02  1.29173502E-02
 1.31200000E+02  1.28031120E-02  1.22476161E-02  1.22294560E-02  1.34075239E-02
 1.31300000E+02  1.32732118E-02  1.26973403E-02  1.26785225E-02  1.38946730E-02
 1.31400000E+02  1.37402638E-02  1.31441503E-02  1.31246800E-02  1.43786274E-02
 1.31500000E+02  1.42041041E-02  1.35878894E-02  1.35677721E-02  1.48592168E-02
 1.31600000E+02  1.46645688E-02  1.40284010E-02  1.40076425E-02  1.53362713E-02
 1.31700000E+02  1.51214946E-02  1.44655290E-02  1.44441355E-02  1.58096213E-02
 1.31800000E+02  1.55747182E-02  1.48991173E-02  1.48770953E-02  1.62790975E-02
 1.31900000E+02  1.60240771E-02  1.53290105E-02  1.53063668E-02  1.67445308E-02
 1.32000000E+02  1.64694088E-02  1.57550533E-02  1.57317951E-02  1.72057527E-02
 1.32100000E+02  1.69105515E-02  1.61770909E-02  1.61532258E-02  1.76625951E-02
 1.32200000E+02  1.73473438E-02  1.65949691E-02  1.65705050E-02  1.81148903E-02
 1.32300000E+02  1.77796249E-02  1.70085341E-02  1.69834790E-02  1.85624711E-02
 1.32400000E+02  1.82072343E-02  1.74176326E-02  1.73919951E-02  1.90051710E-02
 1.32500000E+02  1.86300125E-02  1.78221119E-02  1.77959009E-02  1.94428242E-02
 1.32600000E+02  1.90478005E-02  1.82218201E-02  1.81950445E-02  1.98752652E-02
 1.32700000E+02  1.94604400E-02  1.86166058E-02  1.85892751E-02  2.03023298E-02
 1.32800000E+02  1.98677735E-02  1.90063184E-02  1.89784423E-02  2.07238540E-02
 1.32900000E+02  2.02696446E-02  1.93908082E-02  1.93623966E-02  2.11396752E-02
 1.33000000E+02  2.06658974E-02  1.97699263E-02  1.97409894E-02  2.15496314E-02
 1.33100000E+02  2.10563772E-02  2.01435247E-02  2.01140728E-02  2.19535617E-02
 1.33200000E+02  2.14409305E-02  2.05114564E-02  2.04815003E-02  2.23513064E-02
 1.33300000E+02  2.18194045E-02  2.08735754E-02  2.08431259E-02  2.27427066E-02
 1.33400000E+02  2.21916478E-02  2.12297369E-02  2.11988051E-02  2.31276051E-02
 1.33500000E+02  2.25575104E-02  2.15797973E-02  2.15483944E-02  2.35058456E-02
 1.33600000E+02  2.29168433E-02  2.19236140E-02  2.18917516E-02  2.38772733E-02
 1.33700000E+02  2.32694993E-02  2.22610462E-02  2.22287358E-02  2.42417351E-02
 1.33800000E+02  2.36153324E-02  2.25919542E-02  2.25592075E-02  2.45990790E-02
 1.33900000E+02  2.39541983E-02  2.29161998E-02  2.28830287E-02  2.49491551E-02
 1.34000000E+02  2.42859542E-02  2.32336465E-02  2.32000629E-02  2.52918149E-02
 1.34100000E+02  2.46104593E-02  2.35441593E-02  2.35101753E-02  2.56269120E-02
 1.34200000E+02  2.49275743E-02  2.38476050E-02  2.38132327E-02  2.59543016E-02
 1.34300000E+02  2.52371622E-02  2.41438522E-02  2.41091039E-02  2.62738412E-02
 1.34400000E+02  2.55390876E-02  2.44327716E-02  2.43976595E-02  2.65853902E-02
 1.34500000E+02  2.58332174E-02  2.47142355E-02  2.46787720E-02  2.68888104E-02
 1.34600000E+02  2.61194208E-02  2.49881185E-02  2.49523160E-02  2.71839655E-02
 1.34700000E+02  2.63975691E-02  2.52542975E-02  2.52181682E-02  2.74707221E-02
 1.34800000E+02  2.66675359E-02  2.55126513E-02  2.54762077E-02  2.77489490E-02
 1.34900000E+02  2.69291974E-02  2.57630614E-02  2.57263158E-02  2.80185175E-02
 1.35000000E+02  2.71824324E-02  2.60054113E-02  2.59683762E-02  2.82793017E-02
 1.35100000E+02  2.74271220E-02  2.62395874E-02  2.62022751E-02  2.85311785E-02
 1.35200000E+02  2.76631504E-02  2.64654785E-02  2.64279012E-02  2.87740276E-02
 1.35300000E+02  2.78904044E-02  2.66829760E-02  2.66451461E-02  2.90077317E-02
 1.35400000E+02  2.81087737E-02  2.68919743E-02  2.68539039E-02  2.92321763E-02
 1.35500000E+02  2.83181510E-02  2.70923702E-02  2.70540716E-02  2.94472504E-02
 1.35600000E+02  2.85184320E-02  2.72840638E-02  2.72455491E-02  2.96528459E-02
 1.35700000E+02  2.87095155E-02  2.74669581E-02  2.74282393E-02  2.98488582E-02
 1.35800000E+02  2.88913037E-02  2.76409589E-02  2.76020480E-02  3.00351858E-02
 1.35900000E+02  2.90637018E-02  2.78059755E-02  2.77668844E-02  3.02117309E-02
 1.36000000E+02  2.92266186E-02  2.79619202E-02  2.79226608E-02  3.03783991E-02
 1.36100000E+02  2.93799660E-02  2.81087085E-02  2.80692925E-02  3.05350996E-02
 1.36200000E+02  2.95236597E-02  2.82462593E-02  2.82066984E-02  3.06817452E-02
 1.36300000E+02  2.96576186E-02  2.83744948E-02  2.83348007E-02  3.08182525E-02
 1.36400000E+02  2.97817655E-02  2.84933408E-02  2.84535250E-02  3.09445419E-02
 1.36500000E+02  2.98960266E-02  2.86027265E-02  2.85628004E-02  3.10605374E-02
 1.36600000E+02  3.00003320E-02  2.87025845E-02  2.86625595E-02  3.11661670E-02
 1.36700000E+02  3.00946152E-02  2.87928512E-02  2.87527387E-02  3.12613628E-02
 1.36800000E+02  3.01788139E-02  2.88734664E-02  2.88332777E-02  3.13460605E-02
 1.36900000E+02  3.02528692E-02  2.89443737E-02  2.89041200E-02  3.14202001E-02
 1.37000000E+02  3.03167263E-02  2.90055204E-02  2.89652129E-02  3.14837254E-02
 1.37100000E+02  3.03703342E-02  2.90568573E-02  2.90165072E-02  3.15365845E-02
 1.37200000E+02  3.04136458E-02  2.90983393E-02  2.90579577E-02  3.15787294E-02
 1.37300000E+02  3.04466179E-02  2.91299247E-02  2.90895227E-02  3.16101162E-02
 1.37400000E+02  3.04692111E-02  2.91515757E-02  2.91111645E-02  3.16307051E-02
 1.37500000E+02  3.04813901E-02  2.91632584E-02  2.91228490E-02  3.16404607E-02
 1.37600000E+02  3.04831234E-02  2.91649425E-02  2.91245461E-02  3.16393513E-02
 1.37700000E+02  3.04743837E-02  2.91566016E-02  2.91162293E-02  3.16273497E-02
 1.37800000E+02  3.04551475E-02  2.91382131E-02  2.90978762E-02  3.16044326E-02
 1.37900000E+02  3.04253952E-02  2.91097583E-02  2.90694679E-02  3.15705810E-02
 1.38000000E+02  3.03851112E-02  2.90712222E-02  2.90309895E-02  3.15257800E-02
 1.38100000E+02  3.03342838E-02  2.90225934E-02  2.89824299E-02  3.14700187E-02
 1.38200000E+02  3.02729053E-02  2.89638647E-02  2.89237817E-02  3.14032905E-02
 1.38300000E+02  3.02009719E-02  2.88950323E-02  2.88550413E-02  3.13255928E-02
 1.38400000E+02  3.01184838E-02  2.88160964E-02  2.87762089E-02  3.12369270E-02
 1.38500000E+02  3.00254448E-02  2.87270608E-02  2.86872886E-02  3.11372988E-02
 1.38600000E+02  2.99218630E-02  2.86279331E-02  2.85882878E-02  3.10267176E-02
 1.38700000E+02  2.98077499E-02  2.85187247E-02  2.84792182E-02  3.09051971E-02
 1.38800000E+02  2.96831211E-02  2.83994504E-02  2.83600947E-02  3.07727550E-02
 1.38900000E+02  2.95479960E-02  2.82701289E-02  2.82309360E-02  3.06294126E-02
 1.39000000E+02  2.94023977E-02  2.81307826E-02  2.80917647E-02  3.04751957E-02
 1.39100000E+02  2.92463529E-02  2.79814373E-02  2.79426066E-02  3.03101335E-02
 1.39200000E+02  2.90798923E-02  2.78221224E-02  2.77834913E-02  3.01342595E-02
 1.39300000E+02  2.89030501E-02  2.76528710E-02  2.76144521E-02  2.99476108E-02
 1.39400000E+02  2.87158644E-02  2.74737197E-02  2.74355256E-02  2.97502283E-02
 1.39500000E+02  2.85183768E-02  2.72847087E-02  2.72467521E-02  2.95421571E-02
 1.39600000E+02  2.83106327E-02  2.70858815E-02  2.70481754E-02  2.93234455E-02
 1.39700000E+02  2.80926808E-02  2.68772853E-02  2.68398425E-02  2.90941460E-02
 1.39800000E+02  2.78645736E-02  2.66589707E-02  2.66218042E-02  2.88543147E-02
 1.39900000E+02  2.76263673E-02  2.64309915E-02  2.63941146E-02  2.86040113E-02
 1.40000000E+02  2.73781213E-02  2.61934051E-02  2.61568309E-02  2.83432994E-02
 1.40100000E+02  2.71198986E-02  2.59462723E-02  2.59100140E-02  2.80722459E-02
 1.40200000E+02  2.68517658E-02  2.56896569E-02  2.56537281E-02  2.77909216E-02
 1.40300000E+02  2.65737930E-02  2.54236266E-02  2.53880406E-02  2.74994009E-02
 1.40400000E+02  2.62860535E-02  2.51482519E-02  2.51130222E-02  2.71977616E-02
