 # time [a.u.]         RMT-1           RMT-3           RMT-6          SAE
 4.97300000E+02 -1.59977109E-01 -1.54556855E-01 -1.52842021E-01 -1.71431480E-01
 4.97400000E+02 -1.60163722E-01 -1.54760838E-01 -1.53104403E-01 -1.71074019E-01
 4.97500000E+02 -1.60181710E-01 -1.54800444E-01 -1.53198281E-01 -1.70554658E-01
 4.97600000E+02 -1.60046833E-01 -1.54689754E-01 -1.53137264E-01 -1.69895979E-01
 4.97700000E+02 -1.59777092E-01 -1.54445044E-01 -1.52937251E-01 -1.69122085E-01
 4.97800000E+02 -1.59392488E-01 -1.54084587E-01 -1.52616259E-01 -1.68258242E-01
 4.97900000E+02 -1.58914526E-01 -1.53628239E-01 -1.52194007E-01 -1.67330491E-01
 4.98000000E+02 -1.58365588E-01 -1.53096863E-01 -1.51691342E-01 -1.66365245E-01
 4.98100000E+02 -1.57768259E-01 -1.52511709E-01 -1.51129606E-01 -1.65388865E-01
 4.98200000E+02 -1.57144745E-01 -1.51893850E-01 -1.50530064E-01 -1.64427230E-01
 4.98300000E+02 -1.56516433E-01 -1.51263752E-01 -1.49913465E-01 -1.63505300E-01
 4.98400000E+02 -1.55903615E-01 -1.50640984E-01 -1.49299753E-01 -1.62646683E-01
 4.98500000E+02 -1.55325318E-01 -1.50044041E-01 -1.48707888E-01 -1.61873219E-01
 4.98600000E+02 -1.54799179E-01 -1.49490216E-01 -1.48155724E-01 -1.61204574E-01
 4.98700000E+02 -1.54341292E-01 -1.48995440E-01 -1.47659846E-01 -1.60657864E-01
 4.98800000E+02 -1.53965972E-01 -1.48574060E-01 -1.47235338E-01 -1.60247307E-01
 4.98900000E+02 -1.53685419E-01 -1.48238513E-01 -1.46895452E-01 -1.59983924E-01
 4.99000000E+02 -1.53509327E-01 -1.47998947E-01 -1.46651202E-01 -1.59875275E-01
 4.99100000E+02 -1.53444449E-01 -1.47862818E-01 -1.46510935E-01 -1.59925250E-01
 4.99200000E+02 -1.53494211E-01 -1.47834509E-01 -1.46479926E-01 -1.60133917E-01
 4.99300000E+02 -1.53658421E-01 -1.47915046E-01 -1.46560072E-01 -1.60497434E-01
 4.99400000E+02 -1.53933123E-01 -1.48101946E-01 -1.46749711E-01 -1.61008028E-01
 4.99500000E+02 -1.54310616E-01 -1.48389200E-01 -1.47043593E-01 -1.61654032E-01
 4.99600000E+02 -1.54779646E-01 -1.48767404E-01 -1.47432993E-01 -1.62419991E-01
 4.99700000E+02 -1.55325726E-01 -1.49224019E-01 -1.47905954E-01 -1.63286853E-01
 4.99800000E+02 -1.55931540E-01 -1.49743709E-01 -1.48447631E-01 -1.64232214E-01
 4.99900000E+02 -1.56577344E-01 -1.50308687E-01 -1.49040629E-01 -1.65230617E-01
 5.00000000E+02 -1.57241316E-01 -1.50899031E-01 -1.49665305E-01 -1.66253935E-01
 5.00100000E+02 -1.57899824E-01 -1.51492937E-01 -1.50300026E-01 -1.67271788E-01
 5.00200000E+02 -1.58527614E-01 -1.52066908E-01 -1.50921341E-01 -1.68251985E-01
 5.00300000E+02 -1.59097990E-01 -1.52595927E-01 -1.51504144E-01 -1.69161041E-01
 5.00400000E+02 -1.59583051E-01 -1.53053698E-01 -1.52021894E-01 -1.69964757E-01
 5.00500000E+02 -1.59954089E-01 -1.53413045E-01 -1.52447005E-01 -1.70628809E-01
 5.00600000E+02 -1.60182165E-01 -1.53646423E-01 -1.52751357E-01 -1.71119352E-01
 5.00700000E+02 -1.60238857E-01 -1.53726548E-01 -1.52906951E-01 -1.71403619E-01
 5.00800000E+02 -1.60097071E-01 -1.53627152E-01 -1.52886703E-01 -1.71450474E-01
 5.00900000E+02 -1.59731816E-01 -1.53323709E-01 -1.52665197E-01 -1.71230946E-01
 5.01000000E+02 -1.59120782E-01 -1.52794018E-01 -1.52219301E-01 -1.70718755E-01
 5.01100000E+02 -1.58244690E-01 -1.52018570E-01 -1.51528561E-01 -1.69890794E-01
 5.01200000E+02 -1.57087423E-01 -1.50980736E-01 -1.50575390E-01 -1.68727569E-01
 5.01300000E+02 -1.55636032E-01 -1.49666830E-01 -1.49345146E-01 -1.67213566E-01
 5.01400000E+02 -1.53880761E-01 -1.48066172E-01 -1.47826201E-01 -1.65337544E-01
 5.01500000E+02 -1.51815184E-01 -1.46171224E-01 -1.46010083E-01 -1.63092776E-01
 5.01600000E+02 -1.49436490E-01 -1.43977844E-01 -1.43891759E-01 -1.60477216E-01
 5.01700000E+02 -1.46745892E-01 -1.41485652E-01 -1.41470018E-01 -1.57493578E-01
 5.01800000E+02 -1.43749011E-01 -1.38698402E-01 -1.38747878E-01 -1.54149333E-01
 5.01900000E+02 -1.40456121E-01 -1.35624225E-01 -1.35732858E-01 -1.50456606E-01
 5.02000000E+02 -1.36882081E-01 -1.32275634E-01 -1.32436995E-01 -1.46431990E-01
 5.02100000E+02 -1.33045964E-01 -1.28669223E-01 -1.28876572E-01 -1.42096272E-01
 5.02200000E+02 -1.28970386E-01 -1.24825128E-01 -1.25071559E-01 -1.37474085E-01
 5.02300000E+02 -1.24680726E-01 -1.20766330E-01 -1.21044921E-01 -1.32593505E-01
 5.02400000E+02 -1.20204360E-01 -1.16517971E-01 -1.16821904E-01 -1.27485590E-01
 5.02500000E+02 -1.15570097E-01 -1.12106814E-01 -1.12429473E-01 -1.22183852E-01
 5.02600000E+02 -1.10807839E-01 -1.07560898E-01 -1.07895952E-01 -1.16723676E-01
 5.02700000E+02 -1.05948444E-01 -1.02909370E-01 -1.03250843E-01 -1.11141711E-01
 5.02800000E+02 -1.01023646E-01 -9.81823759E-02 -9.85247267E-02 -1.05475254E-01
 5.02900000E+02 -9.60658791E-02 -9.34108760E-02 -9.37490856E-02 -9.97616137E-02
 5.03000000E+02 -9.11078661E-02 -8.86262671E-02 -8.89559432E-02 -9.40374985E-02
 5.03100000E+02 -8.61819378E-02 -8.38597557E-02 -8.41772403E-02 -8.83384127E-02
 5.03200000E+02 -8.13191121E-02 -7.91415226E-02 -7.94439841E-02 -8.26980985E-02
 5.03300000E+02 -7.65480881E-02 -7.44997907E-02 -7.47852833E-02 -7.71480195E-02
 5.03400000E+02 -7.18943254E-02 -6.99599642E-02 -7.02274372E-02 -7.17168993E-02
 5.03500000E+02 -6.73793923E-02 -6.55439856E-02 -6.57932474E-02 -6.64303207E-02
 5.03600000E+02 -6.30206756E-02 -6.12700174E-02 -6.15016613E-02 -6.13103943E-02
 5.03700000E+02 -5.88314674E-02 -5.71524491E-02 -5.73677677E-02 -5.63755031E-02
 5.03800000E+02 -5.48213181E-02 -5.32021592E-02 -5.34030644E-02 -5.16401248E-02
 5.03900000E+02 -5.09964993E-02 -4.94268793E-02 -4.96158437E-02 -4.71147356E-02
 5.04000000E+02 -4.73603783E-02 -4.58315057E-02 -4.60115189E-02 -4.28057960E-02
 5.04100000E+02 -4.39135777E-02 -4.24182243E-02 -4.25927555E-02 -3.87158172E-02
 5.04200000E+02 -4.06538634E-02 -3.91864133E-02 -3.93593543E-02 -3.48435057E-02
 5.04300000E+02 -3.75758405E-02 -3.61323664E-02 -3.63079452E-02 -3.11839803E-02
 5.04400000E+02 -3.46706117E-02 -3.32489863E-02 -3.34316407E-02 -2.77290564E-02
 5.04500000E+02 -3.19256126E-02 -3.05256174E-02 -3.07198431E-02 -2.44675893E-02
 5.04600000E+02 -2.93247878E-02 -2.79481852E-02 -2.81583702E-02 -2.13858677E-02
 5.04700000E+02 -2.68491915E-02 -2.54997068E-02 -2.57299801E-02 -1.84680482E-02
 5.04800000E+02 -2.44779447E-02 -2.31611389E-02 -2.34152458E-02 -1.56966195E-02
 5.04900000E+02 -2.21893734E-02 -2.09124002E-02 -2.11936186E-02 -1.30528866E-02
 5.05000000E+02 -1.99620751E-02 -1.87333590E-02 -1.90444500E-02 -1.05174634E-02
 5.05100000E+02 -1.77756910E-02 -1.66045704E-02 -1.69477622E-02 -8.07076275E-03
 5.05200000E+02 -1.56112632E-02 -1.45076564E-02 -1.48846416E-02 -5.69347424E-03
 5.05300000E+02 -1.34512090E-02 -1.24253329E-02 -1.28372785E-02 -3.36701878E-03
 5.05400000E+02 -1.12790869E-02 -1.03412416E-02 -1.07887972E-02 -1.07397172E-03
 5.05500000E+02 -9.07939364E-03 -8.23978806E-03 -8.72309709E-03  1.20155424E-03
 5.05600000E+02 -6.83761299E-03 -6.10620081E-03 -6.62490056E-03  3.47357305E-03
 5.05700000E+02 -4.54063363E-03 -3.92690949E-03 -4.48014458E-03  5.75394239E-03
 5.05800000E+02 -2.17748618E-03 -1.69021770E-03 -2.27667166E-03  8.05213808E-03
 5.05900000E+02  2.59823869E-04  6.12922767E-04 -5.02784332E-06  1.03750891E-02
 5.06000000E+02  2.77563798E-03  2.98825640E-03  2.34086498E-03  1.27270749E-02
 5.06100000E+02  5.37034410E-03  5.43789811E-03  4.76336045E-03  1.51096857E-02
 5.06200000E+02  8.04053501E-03  7.96041531E-03  7.26116345E-03  1.75218441E-02
 5.06300000E+02  1.07795560E-02  1.05512707E-02  9.82976859E-03  1.99598866E-02
 5.06400000E+02  1.35782247E-02  1.32034372E-02  1.24620895E-02  2.24177010E-02
 5.06500000E+02  1.64254836E-02  1.59079745E-02  1.51490476E-02  2.48869154E-02
 5.06600000E+02  1.93087879E-02  1.86543862E-02  1.78799499E-02  2.73571338E-02
 5.06700000E+02  2.22141898E-02  2.14307133E-02  2.06425900E-02  2.98162120E-02
 5.06800000E+02  2.51262075E-02  2.42234307E-02  2.34231519E-02  3.22505660E-02
 5.06900000E+02  2.80276856E-02  2.70173253E-02  2.62060798E-02  3.46455082E-02
 5.07000000E+02  3.08998350E-02  2.97955183E-02  2.89740976E-02  3.69856016E-02
 5.07100000E+02  3.37225781E-02  3.25397529E-02  3.17084875E-02  3.92550258E-02
 5.07200000E+02  3.64751675E-02  3.52309267E-02  3.43896310E-02  4.14379471E-02
 5.07300000E+02  3.91369546E-02  3.78497722E-02  3.69976981E-02  4.35188855E-02
 5.07400000E+02  4.16881045E-02  4.03775108E-02  3.95133289E-02  4.54830708E-02
 5.07500000E+02  4.41101175E-02  4.27963562E-02  4.19181571E-02  4.73167831E-02
 5.07600000E+02  4.63860891E-02  4.50897990E-02  4.41951224E-02  4.90076697E-02
 5.07700000E+02  4.85007846E-02  4.72427251E-02  4.63286001E-02  5.05450341E-02
 5.07800000E+02  5.04406515E-02  4.92414684E-02  4.83044646E-02  5.19200911E-02
 5.07900000E+02  5.21939270E-02  5.10739261E-02  5.01102002E-02  5.31261853E-02
 5.08000000E+02  5.37508975E-02  5.27297935E-02  5.17351385E-02  5.41589683E-02
 5.08100000E+02  5.51042984E-02  5.42009138E-02  5.31708049E-02  5.50165351E-02
 5.08200000E+02  5.62497216E-02  5.54816440E-02  5.44112970E-02  5.56995151E-02
 5.08300000E+02  5.71859042E-02  5.65691292E-02  5.54535689E-02  5.62111202E-02
 5.08400000E+02  5.79147795E-02  5.74633892E-02  5.62975397E-02  5.65571518E-02
 5.08500000E+02  5.84412988E-02  5.81672121E-02  5.69459956E-02  5.67459683E-02
 5.08600000E+02  5.87730930E-02  5.86859111E-02  5.74043545E-02  5.67884161E-02
 5.08700000E+02  5.89201350E-02  5.90270645E-02  5.76803925E-02  5.66977180E-02
 5.08800000E+02  5.88945148E-02  5.92003354E-02  5.77840502E-02  5.64893229E-02
 5.08900000E+02  5.87104013E-02  5.92174326E-02  5.77273676E-02  5.61807263E-02
 5.09000000E+02  5.83841294E-02  5.90921754E-02  5.75245386E-02  5.57912608E-02
 5.09100000E+02  5.79343107E-02  5.88405737E-02  5.71919852E-02  5.53418480E-02
 5.09200000E+02  5.73818159E-02  5.84808041E-02  5.67483496E-02  5.48547157E-02
 5.09300000E+02  5.67495453E-02  5.80330210E-02  5.62143125E-02  5.43531002E-02
 5.09400000E+02  5.60619650E-02  5.75189812E-02  5.56122228E-02  5.38609476E-02
 5.09500000E+02  5.53445014E-02  5.69615420E-02  5.49655765E-02  5.34026073E-02
 5.09600000E+02  5.46229219E-02  5.63841291E-02  5.42984586E-02  5.30025139E-02
 5.09700000E+02  5.39228455E-02  5.58102904E-02  5.36350546E-02  5.26848585E-02
 5.09800000E+02  5.32694399E-02  5.52633833E-02  5.29993073E-02  5.24732643E-02
 5.09900000E+02  5.26872964E-02  5.47664088E-02  5.24147228E-02  5.23904650E-02
 5.10000000E+02  5.22003803E-02  5.43419389E-02  5.19043017E-02  5.24579933E-02
 5.10100000E+02  5.18319441E-02  5.40119967E-02  5.14904433E-02  5.26959101E-02
 5.10200000E+02  5.16043046E-02  5.37978393E-02  5.11947583E-02  5.31225562E-02
 5.10300000E+02  5.15384829E-02  5.37196805E-02  5.10377942E-02  5.37543040E-02
 5.10400000E+02  5.16537677E-02  5.37963186E-02  5.10386761E-02  5.46053264E-02
 5.10500000E+02  5.19673115E-02  5.40447456E-02  5.12147224E-02  5.56874053E-02
 5.10600000E+02  5.24938342E-02  5.44798454E-02  5.15811322E-02  5.70097944E-02
 5.10700000E+02  5.32454717E-02  5.51142436E-02  5.21507964E-02  5.85791108E-02
 5.10800000E+02  5.42317380E-02  5.59582233E-02  5.29342076E-02  6.03992204E-02
 5.10900000E+02  5.54595307E-02  5.70196503E-02  5.39393942E-02  6.24711450E-02
 5.11000000E+02  5.69331003E-02  5.83039733E-02  5.51719316E-02  6.47930068E-02
 5.11100000E+02  5.86539449E-02  5.98141304E-02  5.66348646E-02  6.73599942E-02
 5.11200000E+02  6.06206613E-02  6.15503689E-02  5.83285397E-02  7.01643912E-02
 5.11300000E+02  6.28288330E-02  6.35101655E-02  6.02505207E-02  7.31956656E-02
 5.11400000E+02  6.52710508E-02  6.56882634E-02  6.23956255E-02  7.64405627E-02
 5.11500000E+02  6.79371154E-02  6.80768171E-02  6.47560608E-02  7.98832276E-02
 5.11600000E+02  7.08143875E-02  7.06656495E-02  6.73216816E-02  8.35053767E-02
 5.11700000E+02  7.38881686E-02  7.34425261E-02  7.00802619E-02  8.72864877E-02
 5.11800000E+02  7.71419729E-02  7.63933492E-02  7.30177006E-02  9.12040043E-02
 5.11900000E+02  8.05575795E-02  7.95022409E-02  7.61181242E-02  9.52335837E-02
 5.12000000E+02  8.41148650E-02  8.27514174E-02  7.93637729E-02  9.93493662E-02
 5.12100000E+02  8.77915265E-02  8.61209869E-02  8.27347917E-02  1.03524256E-01
 5.12200000E+02  9.15629032E-02  8.95888188E-02  8.62090924E-02  1.07730225E-01
 5.12300000E+02  9.54020993E-02  9.31306574E-02  8.97624466E-02  1.11938627E-01
 5.12400000E+02  9.92805339E-02  9.67205707E-02  9.33689216E-02  1.16120543E-01
 5.12500000E+02  1.03168874E-01  1.00331738E-01  9.70016518E-02  1.20247106E-01
 5.12600000E+02  1.07038160E-01  1.03937412E-01  1.00633804E-01  1.24289852E-01
 5.12700000E+02  1.10860825E-01  1.07511817E-01  1.04239483E-01  1.28221056E-01
 5.12800000E+02  1.14611333E-01  1.11030741E-01  1.07794355E-01  1.32014070E-01
 5.12900000E+02  1.18266270E-01  1.14471689E-01  1.11275807E-01  1.35643660E-01
 5.13000000E+02  1.21803947E-01  1.17813605E-01  1.14662671E-01  1.39086318E-01
 5.13100000E+02  1.25203726E-01  1.21036342E-01  1.17934684E-01  1.42320566E-01
 5.13200000E+02  1.28445418E-01  1.24120163E-01  1.21071947E-01  1.45327239E-01
 5.13300000E+02  1.31509061E-01  1.27045542E-01  1.24054698E-01  1.48089742E-01
 5.13400000E+02  1.34375254E-01  1.29793438E-01  1.26863550E-01  1.50594279E-01
 5.13500000E+02  1.37026003E-01  1.32346020E-01  1.29480220E-01  1.52830051E-01
 5.13600000E+02  1.39445870E-01  1.34687676E-01  1.31888544E-01  1.54789417E-01
 5.13700000E+02  1.41623055E-01  1.36806003E-01  1.34075516E-01  1.56468022E-01
 5.13800000E+02  1.43550129E-01  1.38692519E-01  1.36032021E-01  1.57864874E-01
 5.13900000E+02  1.45224196E-01  1.40342886E-01  1.37753101E-01  1.58982383E-01
 5.14000000E+02  1.46646524E-01  1.41756667E-01  1.39237704E-01  1.59826358E-01
 5.14100000E+02  1.47821816E-01  1.42936722E-01  1.40488087E-01  1.60405947E-01
 5.14200000E+02  1.48757409E-01  1.43888517E-01  1.41509096E-01  1.60733537E-01
 5.14300000E+02  1.49462676E-01  1.44619568E-01  1.42307601E-01  1.60824601E-01
 5.14400000E+02  1.49948782E-01  1.45139190E-01  1.42892246E-01  1.60697504E-01
 5.14500000E+02  1.50228803E-01  1.45458566E-01  1.43273532E-01  1.60373253E-01
 5.14600000E+02  1.50318050E-01  1.45591023E-01  1.43464131E-01  1.59875210E-01
 5.14700000E+02  1.50234381E-01  1.45552336E-01  1.43479228E-01  1.59228764E-01
 5.14800000E+02  1.49998297E-01  1.45360857E-01  1.43336687E-01  1.58460961E-01
 5.14900000E+02  1.49632695E-01  1.45037349E-01  1.43056906E-01  1.57600102E-01
 5.15000000E+02  1.49162296E-01  1.44604516E-01  1.42662356E-01  1.56675315E-01
 5.15100000E+02  1.48612852E-01  1.44086299E-01  1.42176875E-01  1.55716098E-01
 5.15200000E+02  1.48010313E-01  1.43507106E-01  1.41624882E-01  1.54751856E-01
 5.15300000E+02  1.47380108E-01  1.42891111E-01  1.41030671E-01  1.53811415E-01
 5.15400000E+02  1.46746644E-01  1.42261741E-01  1.40417887E-01  1.52922545E-01
 5.15500000E+02  1.46133016E-01  1.41641359E-01  1.39809216E-01  1.52111481E-01
 5.15600000E+02  1.45560882E-01  1.41051111E-01  1.39226233E-01  1.51402458E-01
 5.15700000E+02  1.45050378E-01  1.40510830E-01  1.38689308E-01  1.50817267E-01
 5.15800000E+02  1.44619988E-01  1.40038915E-01  1.38217486E-01  1.50374843E-01
 5.15900000E+02  1.44286298E-01  1.39652094E-01  1.37828247E-01  1.50090882E-01
 5.16000000E+02  1.44063630E-01  1.39365075E-01  1.37537132E-01  1.49977510E-01
 5.16100000E+02  1.43963573E-01  1.39190094E-01  1.37357283E-01  1.50043003E-01
 5.16200000E+02  1.43994499E-01  1.39136450E-01  1.37298945E-01  1.50291554E-01
 5.16300000E+02  1.44161095E-01  1.39210043E-01  1.37368981E-01  1.50723104E-01
 5.16400000E+02  1.44464008E-01  1.39413013E-01  1.37570488E-01  1.51333254E-01
 5.16500000E+02  1.44899625E-01  1.39743541E-01  1.37902577E-01  1.52113250E-01
 5.16600000E+02  1.45460042E-01  1.40195783E-01  1.38360284E-01  1.53050031E-01
 5.16700000E+02  1.46133218E-01  1.40759956E-01  1.38934639E-01  1.54126333E-01
 5.16800000E+02  1.46903317E-01  1.41422593E-01  1.39612897E-01  1.55320910E-01
 5.16900000E+02  1.47751167E-01  1.42166944E-01  1.40378928E-01  1.56608828E-01
 5.17000000E+02  1.48654792E-01  1.42973428E-01  1.41213674E-01  1.57961796E-01
 5.17100000E+02  1.49589900E-01  1.43820033E-01  1.42095527E-01  1.59348578E-01
 5.17200000E+02  1.50530272E-01  1.44682698E-01  1.43000697E-01  1.60735480E-01
 5.17300000E+02  1.51448024E-01  1.45535566E-01  1.43903479E-01  1.62086828E-01
 5.17400000E+02  1.52313776E-01  1.46351146E-01  1.44776400E-01  1.63365502E-01
 5.17500000E+02  1.53096833E-01  1.47100492E-01  1.45590372E-01  1.64533573E-01
 5.17600000E+02  1.53765489E-01  1.47753547E-01  1.46315024E-01  1.65552996E-01
 5.17700000E+02  1.54287560E-01  1.48279690E-01  1.46919228E-01  1.66386274E-01
 5.17800000E+02  1.54631179E-01  1.48648364E-01  1.47371739E-01  1.66997151E-01
 5.17900000E+02  1.54765756E-01  1.48829890E-01  1.47642057E-01  1.67351255E-01
 5.18000000E+02  1.54662967E-01  1.48796416E-01  1.47701406E-01  1.67416666E-01
 5.18100000E+02  1.54297579E-01  1.48522706E-01  1.47523571E-01  1.67164476E-01
 5.18200000E+02  1.53647962E-01  1.47986682E-01  1.47085460E-01  1.66569320E-01
 5.18300000E+02  1.52696250E-01  1.47169665E-01  1.46367369E-01  1.65609845E-01
 5.18400000E+02  1.51428269E-01  1.46056382E-01  1.45352991E-01  1.64269134E-01
 5.18500000E+02  1.49833386E-01  1.44634906E-01  1.44029362E-01  1.62535010E-01
 5.18600000E+02  1.47904506E-01  1.42896686E-01  1.42386904E-01  1.60400279E-01
 5.18700000E+02  1.45638291E-01  1.40836738E-01  1.40419627E-01  1.57862914E-01
 5.18800000E+02  1.43035615E-01  1.38454020E-01  1.38125536E-01  1.54926158E-01
 5.18900000E+02  1.40102117E-01  1.35751941E-01  1.35507162E-01  1.51598508E-01
 5.19000000E+02  1.36848643E-01  1.32738792E-01  1.32572019E-01  1.47893622E-01
 5.19100000E+02  1.33291373E-01  1.29427905E-01  1.29332798E-01  1.43830110E-01
 5.19200000E+02  1.29451474E-01  1.25837433E-01  1.25807155E-01  1.39431221E-01
 5.19300000E+02  1.25354343E-01  1.21989737E-01  1.22017112E-01  1.34724445E-01
 5.19400000E+02  1.21028572E-01  1.17910512E-01  1.17988174E-01  1.29741041E-01
 5.19500000E+02  1.16504909E-01  1.13627851E-01  1.13748386E-01  1.24515531E-01
 5.19600000E+02  1.11815418E-01  1.09171469E-01  1.09327531E-01  1.19085135E-01
 5.19700000E+02  1.06993029E-01  1.04572223E-01  1.04756631E-01  1.13489135E-01
 5.19800000E+02  1.02071422E-01  9.98619467E-02  1.00067774E-01  1.07768189E-01
 5.19900000E+02  9.70851089E-02  9.50734665E-02  9.52941169E-02  1.01963632E-01
 5.20000000E+02  9.20694502E-02  9.02405813E-02  9.04698863E-02  9.61167717E-02
 5.20100000E+02  8.70603948E-02  8.53978107E-02  8.56301409E-02  9.02681969E-02
 5.20200000E+02  8.20937931E-02  8.05797917E-02  8.08101778E-02  8.44571046E-02
 5.20300000E+02  7.72043383E-02  7.58203195E-02  7.60445751E-02  7.87206704E-02
 5.20400000E+02  7.24242811E-02  7.11511846E-02  7.13659971E-02  7.30934745E-02
 5.20500000E+02  6.77821990E-02  6.66010148E-02  6.68039987E-02  6.76069923E-02
 5.20600000E+02  6.33020621E-02  6.21943752E-02  6.23840678E-02  6.22891533E-02
 5.20700000E+02  5.90027972E-02  5.79512817E-02  5.81271010E-02  5.71639773E-02
 5.20800000E+02  5.48983684E-02  5.38871910E-02  5.40493638E-02  5.22512947E-02
 5.20900000E+02  5.09982843E-02  5.00133661E-02  5.01628627E-02  4.75665556E-02
 5.21000000E+02  4.73082851E-02  4.63374438E-02  4.64759223E-02  4.31207304E-02
 5.21100000E+02  4.38309688E-02  4.28639558E-02  4.29937317E-02  3.89203004E-02
 5.21200000E+02  4.05661194E-02  3.95946238E-02  3.97186393E-02  3.49673389E-02
 5.21300000E+02  3.75106629E-02  3.65283180E-02  3.66501026E-02  3.12596801E-02
 5.21400000E+02  3.46582862E-02  3.36607316E-02  3.37843232E-02  2.77911681E-02
 5.21500000E+02  3.19989344E-02  3.09839198E-02  3.11137501E-02  2.45519824E-02
 5.21600000E+02  2.95184362E-02  2.84859518E-02  2.86266897E-02  2.15290283E-02
 5.21700000E+02  2.71985300E-02  2.61508910E-02  2.63072759E-02  1.87063832E-02
 5.21800000E+02  2.50174160E-02  2.39592572E-02  2.41359310E-02  1.60657882E-02
 5.21900000E+02  2.29508302E-02  2.18889526E-02  2.20903245E-02  1.35871724E-02
 5.22000000E+02  2.09734291E-02  1.99165077E-02  2.01466477E-02  1.12491989E-02
 5.22100000E+02  1.90601935E-02  1.80183643E-02  1.82809387E-02  9.02981845E-03
 5.22200000E+02  1.71875189E-02  1.61719237E-02  1.64701518E-02  6.90682028E-03
 5.22300000E+02  1.53337932E-02  1.43561404E-02  1.46927721E-02  4.85836719E-03
 5.22400000E+02  1.34794204E-02  1.25516305E-02  1.29289224E-02  2.86350410E-03
 5.22500000E+02  1.16064779E-02  1.07404148E-02  1.11601233E-02  9.02629835E-04
 5.22600000E+02  9.69830024E-03  8.90557519E-03  9.36896461E-03 -1.04207699E-03
 5.22700000E+02  7.73928935E-03  7.03109567E-03  7.53892636E-03 -2.98628586E-03
 5.22800000E+02  5.71517961E-03  5.10211087E-03  5.65459158E-03 -4.94320258E-03
 5.22900000E+02  3.61382198E-03  3.10558180E-03  3.70239792E-03 -6.92332266E-03
 5.23000000E+02  1.42621030E-03  1.03124122E-03  1.67159887E-03 -8.93425332E-03
 5.23100000E+02 -8.52567861E-04 -1.12750183E-03 -4.44818144E-04 -1.09806060E-02
 5.23200000E+02 -3.22277664E-03 -3.37298119E-03 -2.64954574E-03 -1.30639596E-02
 5.23300000E+02 -5.68006309E-03 -5.70321799E-03 -4.94088384E-03 -1.51828930E-02
 5.23400000E+02 -8.21605612E-03 -8.11237707E-03 -7.31319834E-03 -1.73330845E-02
 5.23500000E+02 -1.08193033E-02 -1.05915624E-02 -9.75771130E-03 -1.95074743E-02
 5.23600000E+02 -1.34762136E-02 -1.31296480E-02 -1.22633447E-02 -2.16964836E-02
 5.23700000E+02 -1.61717065E-02 -1.57138845E-02 -1.48173286E-02 -2.38882865E-02
 5.23800000E+02 -1.88894277E-02 -1.83301280E-02 -1.74054429E-02 -2.60691254E-02
 5.23900000E+02 -2.16116018E-02 -2.09627459E-02 -2.00119193E-02 -2.82236633E-02
 5.24000000E+02 -2.43187568E-02 -2.35943820E-02 -2.26192116E-02 -3.03353649E-02
 5.24100000E+02 -2.69896166E-02 -2.62058468E-02 -2.52078747E-02 -3.23868980E-02
 5.24200000E+02 -2.96013660E-02 -2.87763175E-02 -2.77567668E-02 -3.43605467E-02
 5.24300000E+02 -3.21303331E-02 -3.12839077E-02 -3.02436136E-02 -3.62386281E-02
 5.24400000E+02 -3.45529328E-02 -3.37064889E-02 -3.26458423E-02 -3.80039043E-02
 5.24500000E+02 -3.68466233E-02 -3.60225557E-02 -3.49414573E-02 -3.96399816E-02
 5.24600000E+02 -3.89906139E-02 -3.82119090E-02 -3.71097500E-02 -4.11316908E-02
 5.24700000E+02 -4.09662116E-02 -4.02560419E-02 -3.91317006E-02 -4.24654403E-02
 5.24800000E+02 -4.27568383E-02 -4.21382373E-02 -4.09900997E-02 -4.36295365E-02
 5.24900000E+02 -4.43479180E-02 -4.38435304E-02 -4.26695155E-02 -4.46144645E-02
 5.25000000E+02 -4.57268492E-02 -4.53587155E-02 -4.41563087E-02 -4.54131273E-02
 5.25100000E+02 -4.68832346E-02 -4.66725459E-02 -4.54388242E-02 -4.60210376E-02
 5.25200000E+02 -4.78093591E-02 -4.77761398E-02 -4.65078013E-02 -4.64364631E-02
 5.25300000E+02 -4.85007893E-02 -4.86634975E-02 -4.73568901E-02 -4.66605198E-02
 5.25400000E+02 -4.89568523E-02 -4.93319402E-02 -4.79831095E-02 -4.66972163E-02
 5.25500000E+02 -4.91808112E-02 -4.97823098E-02 -4.83870639E-02 -4.65534540E-02
 5.25600000E+02 -4.91796486E-02 -5.00188531E-02 -4.85728527E-02 -4.62389876E-02
 5.25700000E+02 -4.89635587E-02 -5.00488517E-02 -4.85477096E-02 -4.57663436E-02
 5.25800000E+02 -4.85453420E-02 -4.98821524E-02 -4.83215371E-02 -4.51506909E-02
 5.25900000E+02 -4.79399519E-02 -4.95307899E-02 -4.79065090E-02 -4.44096691E-02
 5.26000000E+02 -4.71643217E-02 -4.90088319E-02 -4.73168923E-02 -4.35631868E-02
 5.26100000E+02 -4.62374924E-02 -4.83324605E-02 -4.65691008E-02 -4.26331851E-02
 5.26200000E+02 -4.51808735E-02 -4.75201669E-02 -4.56818870E-02 -4.16433458E-02
 5.26300000E+02 -4.40184391E-02 -4.65928907E-02 -4.46764890E-02 -4.06187582E-02
 5.26400000E+02 -4.27766332E-02 -4.55739532E-02 -4.35765832E-02 -3.95855833E-02
 5.26500000E+02 -4.14839168E-02 -4.44887036E-02 -4.24079395E-02 -3.85707253E-02
